Label	Color	X	Y	Z	X_adjusted	Y_adjusted	Z_adjusted
Wing_l1	#0000ff	-0.007022453224934815	-0.002852375422255081	0.023908952360431925	-0.007731230818971862	-0.003140266238230595	0.02632208765477639
Wing_l2	#26a269	-0.0076548440759892445	-0.002764840084700449	0.023671233615635376	-0.00842744900380046	-0.00304389594172958	0.0260603759100128
centroid	#000000	-0.007338648650462029	-0.002808607753477765	0.02379009298803365	-0.00807933991138616	-0.003092081089980087	0.026191231782394596
